YearsGroup,DevType,Platform,Count,Rank
junior,Marketing or sales professional,VMware,2,12
junior,Marketing or sales professional,Oracle Cloud Infrastructure,2,13
junior,Marketing or sales professional,MacOS,2,14
junior,Marketing or sales professional,Slack Apps and Integrations,2,15
junior,Marketing or sales professional,OpenStack,1,16
junior,Marketing or sales professional,Colocation,1,17
junior,Marketing or sales professional,OVH,1,18
junior,Marketing or sales professional,Managed Hosting,1,19
junior,Marketing or sales professional,iOS,1,20
junior,Marketing or sales professional,Android,1,21
junior,Marketing or sales professional,Slack,1,22
junior,Other (please specify):,AWS,26,1
junior,Other (please specify):,Microsoft Azure,16,2
junior,Other (please specify):,Heroku,14,3
junior,Other (please specify):,Google Cloud,10,4
junior,Other (please specify):,DigitalOcean,9,5
junior,Other (please specify):,Amazon Web Services (AWS),7,6
junior,Other (please specify):,Google Cloud Platform,7,7
junior,Other (please specify):,Firebase,6,8
junior,Other (please specify):,VMware,5,9
junior,Other (please specify):,Managed Hosting,3,10
junior,Other (please specify):,IBM Cloud or Watson,3,11
junior,Other (please specify):,Digital Ocean,2,12
junior,Other (please specify):,Netlify,2,13
junior,Other (please specify):,Fly.io,2,14
junior,Other (please specify):,Cloudflare,2,15
junior,Other (please specify):,OpenShift,1,16
junior,Other (please specify):,IBM Cloud Or Watson,1,17
junior,Other (please specify):,Vercel,1,18
junior,Other (please specify):,Render,1,19
junior,Other (please specify):,"Linode, now Akamai",1,20
junior,Other (please specify):,Linode,1,21
junior,Other (please specify):,Colocation,1,22
junior,Other (please specify):,OVH,1,23
junior,Other (please specify):,OpenStack,1,24
junior,Other (please specify):,Oracle Cloud Infrastructure,1,25
junior,Product manager,Heroku,21,1
junior,Product manager,AWS,19,2
junior,Product manager,Microsoft Azure,15,3
junior,Product manager,Google Cloud Platform,11,4
junior,Product manager,DigitalOcean,10,5
junior,Product manager,Windows,9,6
junior,Product manager,Google Cloud,8,7
junior,Product manager,Firebase,8,8
junior,Product manager,MacOS,7,9
junior,Product manager,WordPress,6,10
junior,Product manager,Linux,6,11
junior,Product manager,Docker,6,12
junior,Product manager,Netlify,4,13
junior,Product manager,Amazon Web Services (AWS),4,14
junior,Product manager,IBM Cloud or Watson,4,15
junior,Product manager,Android,3,16
junior,Product manager,Raspberry Pi,3,17
junior,Product manager,Cloudflare,2,18
junior,Product manager,OVH,2,19
junior,Product manager,Oracle Cloud Infrastructure,2,20
junior,Product manager,Slack Apps and Integrations,2,21
junior,Product manager,iOS,2,22
junior,Product manager,Arduino,2,23
junior,Product manager,Kubernetes,2,24
junior,Product manager,Slack,2,25
junior,Product manager,Render,1,26
junior,Product manager,"Linode, now Akamai",1,27
junior,Product manager,Vercel,1,28
junior,Product manager,VMware,1,29
junior,Product manager,Managed Hosting,1,30
junior,Product manager,Linode,1,31
junior,Product manager,Colocation,1,32
junior,Product manager,OpenStack,1,33
junior,Project manager,Google Cloud,11,1
junior,Project manager,Firebase,11,2
junior,Project manager,Heroku,10,3
junior,Project manager,Microsoft Azure,6,4
junior,Project manager,AWS,6,5
junior,Project manager,DigitalOcean,5,6
junior,Project manager,Managed Hosting,3,7
junior,Project manager,OpenStack,2,8
junior,Project manager,OVH,2,9
junior,Project manager,VMware,2,10
junior,Project manager,IBM Cloud or Watson,2,11
junior,Project manager,Cloudflare,1,12
junior,Project manager,Amazon Web Services (AWS),1,13
junior,Project manager,Digital Ocean,1,14
junior,Project manager,Colocation,1,15
junior,Project manager,Oracle Cloud Infrastructure,1,16
junior,Project manager,Linode,1,17
junior,Research & Development role,Amazon Web Services (AWS),4,1
junior,Research & Development role,Vercel,3,2
junior,Research & Development role,Microsoft Azure,3,3
junior,Research & Development role,Google Cloud,3,4
junior,Research & Development role,Firebase,3,5
junior,Research & Development role,Netlify,2,6
junior,Research & Development role,Digital Ocean,2,7
junior,Research & Development role,Cloudflare,2,8
junior,Research & Development role,Heroku,2,9
junior,Research & Development role,IBM Cloud Or Watson,1,10
junior,Research & Development role,"Linode, now Akamai",1,11
junior,Scientist,Linux,18,1
junior,Scientist,Windows,15,2
junior,Scientist,AWS,13,3
junior,Scientist,Google Cloud Platform,12,4
junior,Scientist,Microsoft Azure,11,5
junior,Scientist,Heroku,8,6
junior,Scientist,MacOS,8,7
junior,Scientist,Docker,6,8
junior,Scientist,DigitalOcean,5,9
junior,Scientist,Raspberry Pi,4,10
junior,Scientist,WordPress,3,11
junior,Scientist,Slack,3,12
junior,Scientist,Google Cloud,2,13
junior,Scientist,VMware,2,14
junior,Scientist,IBM Cloud or Watson,2,15
junior,Scientist,Oracle Cloud Infrastructure,2,16
junior,Scientist,Android,2,17
junior,Scientist,Kubernetes,2,18
junior,Scientist,Colocation,1,19
junior,Scientist,Cloudflare,1,20
junior,Scientist,Amazon Web Services (AWS),1,21
junior,Scientist,Digital Ocean,1,22
junior,Scientist,Firebase,1,23
junior,Scientist,iOS,1,24
junior,Scientist,Arduino,1,25
junior,Security professional,Microsoft Azure,9,1
junior,Security professional,Google Cloud,9,2
junior,Security professional,AWS,7,3
junior,Security professional,Firebase,5,4
junior,Security professional,OpenStack,3,5
junior,Security professional,Amazon Web Services (AWS),3,6
junior,Security professional,OVH,3,7
junior,Security professional,Heroku,3,8
junior,Security professional,VMware,3,9
junior,Security professional,DigitalOcean,3,10
junior,Security professional,"Linode, now Akamai",2,11
junior,Security professional,Netlify,2,12
junior,Security professional,Colocation,2,13
junior,Security professional,IBM Cloud or Watson,2,14
junior,Security professional,Vercel,1,15
junior,Security professional,IBM Cloud Or Watson,1,16
junior,Security professional,Cloudflare,1,17
junior,Security professional,Oracle Cloud Infrastructure (OCI),1,18
junior,Security professional,Oracle Cloud Infrastructure,1,19
junior,Security professional,Managed Hosting,1,20
junior,Security professional,Linode,1,21
junior,"Senior Executive (C-Suite, VP, etc.)",AWS,10,1
junior,"Senior Executive (C-Suite, VP, etc.)",Microsoft Azure,5,2
junior,"Senior Executive (C-Suite, VP, etc.)",DigitalOcean,4,3
junior,"Senior Executive (C-Suite, VP, etc.)",Firebase,4,4
junior,"Senior Executive (C-Suite, VP, etc.)",IBM Cloud or Watson,3,5
junior,"Senior Executive (C-Suite, VP, etc.)",Oracle Cloud Infrastructure,3,6
junior,"Senior Executive (C-Suite, VP, etc.)",Google Cloud Platform,3,7
junior,"Senior Executive (C-Suite, VP, etc.)",Google Cloud,3,8
junior,"Senior Executive (C-Suite, VP, etc.)",Heroku,3,9
junior,"Senior Executive (C-Suite, VP, etc.)",VMware,2,10
junior,"Senior Executive (C-Suite, VP, etc.)",OpenStack,1,11
junior,"Senior Executive (C-Suite, VP, etc.)",Amazon Web Services (AWS),1,12
junior,"Senior Executive (C-Suite, VP, etc.)",Linode,1,13
junior,"Senior Executive (C-Suite, VP, etc.)",OVH,1,14
junior,"Senior Executive (C-Suite, VP, etc.)",Digital Ocean,1,15
junior,"Senior Executive (C-Suite, VP, etc.)",Colocation,1,16
junior,"Senior Executive (C-Suite, VP, etc.)",Cloudflare,1,17
junior,"Senior Executive (C-Suite, VP, etc.)",Managed Hosting,1,18
junior,Senior executive/VP,Linux,1,1
junior,Senior executive/VP,Windows,1,2
junior,Senior executive/VP,AWS,1,3
junior,Senior executive/VP,iOS,1,4
junior,Senior executive/VP,Google Cloud Platform,1,5
junior,Student,Heroku,61,1
junior,Student,Windows,60,2
junior,Student,AWS,48,3
junior,Student,Linux,40,4
junior,Student,Android,39,5
junior,Student,Microsoft Azure,35,6
junior,Student,Google Cloud Platform,31,7
junior,Student,Docker,26,8
junior,Student,Arduino,20,9
junior,Student,Slack,19,10
junior,Student,DigitalOcean,17,11
junior,Student,MacOS,17,12
junior,Student,WordPress,15,13
junior,Student,Firebase,14,14
junior,Student,Raspberry Pi,14,15
junior,Student,iOS,12,16
junior,Student,Google Cloud,11,17
junior,Student,Oracle Cloud Infrastructure,5,18
junior,Student,IBM Cloud or Watson,5,19
junior,Student,Other(s):,5,20
junior,Student,VMware,4,21
junior,Student,Managed Hosting,2,22
junior,Student,Colocation,2,23
junior,Student,OVH,2,24
junior,Student,Vercel,1,25
junior,Student,Render,1,26
junior,Student,Amazon Web Services (AWS),1,27
junior,Student,OpenStack,1,28
junior,Student,Kubernetes,1,29
junior,System administrator,AWS,41,1
junior,System administrator,Windows,33,2
junior,System administrator,Linux,33,3
junior,System administrator,Microsoft Azure,26,4
junior,System administrator,Heroku,25,5
junior,System administrator,Google Cloud Platform,23,6
junior,System administrator,Docker,19,7
junior,System administrator,DigitalOcean,18,8
junior,System administrator,Android,16,9
junior,System administrator,WordPress,15,10
junior,System administrator,MacOS,13,11
junior,System administrator,Firebase,10,12
junior,System administrator,Raspberry Pi,10,13
junior,System administrator,Arduino,9,14
junior,System administrator,Kubernetes,8,15
junior,System administrator,Google Cloud,7,16
junior,System administrator,iOS,7,17
junior,System administrator,Managed Hosting,5,18
junior,System administrator,VMware,5,19
junior,System administrator,Slack Apps and Integrations,5,20
junior,System administrator,Cloudflare,3,21
junior,System administrator,Amazon Web Services (AWS),3,22
junior,System administrator,OVH,3,23
junior,System administrator,Hetzner,3,24
junior,System administrator,IBM Cloud or Watson,3,25
junior,System administrator,Slack,3,26
junior,System administrator,Digital Ocean,2,27
junior,System administrator,Colocation,2,28
junior,System administrator,Oracle Cloud Infrastructure,2,29
junior,System administrator,OpenStack,2,30
junior,System administrator,Netlify,1,31
junior,System administrator,Linode,1,32
middle,Academic researcher,AWS,145,1
middle,Academic researcher,Linux,131,2
middle,Academic researcher,Windows,107,3
middle,Academic researcher,Heroku,98,4
middle,Academic researcher,Docker,77,5
middle,Academic researcher,Microsoft Azure,71,6
middle,Academic researcher,Google Cloud Platform,69,7
middle,Academic researcher,Android,61,8
middle,Academic researcher,MacOS,42,9
middle,Academic researcher,Arduino,38,10
middle,Academic researcher,WordPress,34,11
middle,Academic researcher,DigitalOcean,29,12
middle,Academic researcher,Google Cloud,27,13
middle,Academic researcher,Raspberry Pi,27,14
middle,Academic researcher,iOS,20,15
middle,Academic researcher,Firebase,19,16
middle,Academic researcher,IBM Cloud or Watson,18,17
middle,Academic researcher,Kubernetes,16,18
middle,Academic researcher,Slack Apps and Integrations,14,19
middle,Academic researcher,Amazon Web Services (AWS),9,20
middle,Academic researcher,VMware,6,21
middle,Academic researcher,Slack,6,22
middle,Academic researcher,Oracle Cloud Infrastructure,5,23
middle,Academic researcher,OpenStack,4,24
middle,Academic researcher,Managed Hosting,4,25
middle,Academic researcher,OVH,3,26
middle,Academic researcher,Linode,3,27
middle,Academic researcher,Vercel,2,28
middle,Academic researcher,Colocation,2,29
middle,Academic researcher,Other(s):,2,30
middle,Academic researcher,Oracle Cloud Infrastructure (OCI),1,31
middle,Academic researcher,"Linode, now Akamai",1,32
middle,Academic researcher,Fly.io,1,33
middle,Academic researcher,Vultr,1,34
middle,Academic researcher,Netlify,1,35
middle,Academic researcher,Digital Ocean,1,36
middle,Academic researcher,Cloudflare,1,37
middle,Blockchain,AWS,49,1
middle,Blockchain,Google Cloud,34,2
middle,Blockchain,Heroku,27,3
middle,Blockchain,Firebase,24,4
middle,Blockchain,DigitalOcean,22,5
middle,Blockchain,Microsoft Azure,20,6
middle,Blockchain,Amazon Web Services (AWS),10,7
middle,Blockchain,VMware,7,8
middle,Blockchain,IBM Cloud or Watson,4,9
middle,Blockchain,Linode,4,10
middle,Blockchain,OpenStack,4,11
middle,Blockchain,Digital Ocean,3,12
middle,Blockchain,Cloudflare,3,13
middle,Blockchain,Managed Hosting,3,14
middle,Blockchain,OVH,3,15
middle,Blockchain,Hetzner,2,16
middle,Blockchain,Oracle Cloud Infrastructure,2,17
middle,Blockchain,Colocation,2,18
middle,Blockchain,Vercel,1,19
middle,Blockchain,IBM Cloud Or Watson,1,20
middle,Cloud infrastructure engineer,AWS,163,1
middle,Cloud infrastructure engineer,Google Cloud,101,2
middle,Cloud infrastructure engineer,Microsoft Azure,96,3
middle,Cloud infrastructure engineer,Heroku,49,4
middle,Cloud infrastructure engineer,Firebase,43,5
middle,Cloud infrastructure engineer,DigitalOcean,41,6
middle,Cloud infrastructure engineer,VMware,33,7
middle,Cloud infrastructure engineer,Amazon Web Services (AWS),25,8
middle,Cloud infrastructure engineer,Linode,16,9
middle,Cloud infrastructure engineer,OVH,12,10
middle,Cloud infrastructure engineer,OpenStack,12,11
middle,Cloud infrastructure engineer,Cloudflare,11,12
middle,Cloud infrastructure engineer,Managed Hosting,10,13
middle,Cloud infrastructure engineer,Oracle Cloud Infrastructure,9,14
middle,Cloud infrastructure engineer,Colocation,6,15
middle,Cloud infrastructure engineer,Digital Ocean,5,16
middle,Cloud infrastructure engineer,IBM Cloud or Watson,5,17
middle,Cloud infrastructure engineer,"Linode, now Akamai",4,18
middle,Cloud infrastructure engineer,Hetzner,3,19
middle,Cloud infrastructure engineer,Netlify,3,20
middle,Cloud infrastructure engineer,Fly.io,2,21
middle,Cloud infrastructure engineer,Vercel,2,22
middle,Cloud infrastructure engineer,Oracle Cloud Infrastructure (OCI),2,23
middle,Cloud infrastructure engineer,OpenShift,2,24
middle,Cloud infrastructure engineer,IBM Cloud Or Watson,1,25
middle,Cloud infrastructure engineer,Scaleway,1,26
middle,Data or business analyst,AWS,254,1
middle,Data or business analyst,Microsoft Azure,211,2
middle,Data or business analyst,Windows,187,3
middle,Data or business analyst,Linux,142,4
middle,Data or business analyst,Google Cloud Platform,128,5
middle,Data or business analyst,Heroku,121,6
middle,Data or business analyst,Docker,81,7
middle,Data or business analyst,Google Cloud,61,8
middle,Data or business analyst,MacOS,51,9
middle,Data or business analyst,Android,45,10
middle,Data or business analyst,DigitalOcean,41,11
middle,Data or business analyst,WordPress,41,12
middle,Data or business analyst,Raspberry Pi,38,13
middle,Data or business analyst,Firebase,37,14
middle,Data or business analyst,Arduino,27,15
middle,Data or business analyst,iOS,21,16
middle,Data or business analyst,Kubernetes,21,17
middle,Data or business analyst,Slack Apps and Integrations,19,18
middle,Data or business analyst,IBM Cloud or Watson,18,19
middle,Data or business analyst,Amazon Web Services (AWS),16,20
middle,Data or business analyst,VMware,14,21
middle,Data or business analyst,Oracle Cloud Infrastructure,11,22
middle,Data or business analyst,Slack,9,23
middle,Data or business analyst,Digital Ocean,6,24
middle,Data or business analyst,OpenStack,5,25
middle,Data or business analyst,Linode,5,26
middle,Data or business analyst,OVH,4,27
middle,Data or business analyst,"Linode, now Akamai",2,28
middle,Data or business analyst,IBM Cloud Or Watson,2,29
middle,Data or business analyst,Netlify,2,30
middle,Data or business analyst,Render,1,31
middle,Data or business analyst,Cloudflare,1,32
middle,Data or business analyst,Hetzner,1,33
middle,Data or business analyst,Fly.io,1,34
middle,Data or business analyst,Vercel,1,35
middle,Data or business analyst,Managed Hosting,1,36
middle,Data or business analyst,Colocation,1,37
middle,Data scientist or machine learning specialist,AWS,356,1
middle,Data scientist or machine learning specialist,Microsoft Azure,251,2
middle,Data scientist or machine learning specialist,Linux,214,3
middle,Data scientist or machine learning specialist,Google Cloud Platform,181,4
middle,Data scientist or machine learning specialist,Windows,166,5
middle,Data scientist or machine learning specialist,Heroku,164,6
middle,Data scientist or machine learning specialist,Docker,150,7
middle,Data scientist or machine learning specialist,Google Cloud,101,8
middle,Data scientist or machine learning specialist,MacOS,86,9
middle,Data scientist or machine learning specialist,Amazon Web Services (AWS),66,10
middle,Data scientist or machine learning specialist,Android,59,11
middle,Data scientist or machine learning specialist,DigitalOcean,53,12
middle,Data scientist or machine learning specialist,Raspberry Pi,48,13
middle,Data scientist or machine learning specialist,Kubernetes,44,14
middle,Data scientist or machine learning specialist,Arduino,41,15
middle,Data scientist or machine learning specialist,WordPress,38,16
middle,Data scientist or machine learning specialist,Firebase,36,17
middle,Data scientist or machine learning specialist,IBM Cloud or Watson,26,18
middle,Data scientist or machine learning specialist,Slack Apps and Integrations,25,19
middle,Data scientist or machine learning specialist,VMware,18,20
middle,Data scientist or machine learning specialist,iOS,14,21
middle,Data scientist or machine learning specialist,Slack,10,22
middle,Data scientist or machine learning specialist,Managed Hosting,7,23
middle,Data scientist or machine learning specialist,IBM Cloud Or Watson,6,24
middle,Data scientist or machine learning specialist,Digital Ocean,6,25
middle,Data scientist or machine learning specialist,Oracle Cloud Infrastructure,6,26
middle,Data scientist or machine learning specialist,OpenStack,5,27
middle,Data scientist or machine learning specialist,Vercel,4,28
middle,Data scientist or machine learning specialist,Linode,4,29
middle,Data scientist or machine learning specialist,Netlify,3,30
middle,Data scientist or machine learning specialist,Oracle Cloud Infrastructure (OCI),3,31
middle,Data scientist or machine learning specialist,OpenShift,2,32
middle,Data scientist or machine learning specialist,Cloudflare,2,33
middle,Data scientist or machine learning specialist,Colocation,2,34
middle,Data scientist or machine learning specialist,OVH,2,35
middle,Data scientist or machine learning specialist,Other(s):,2,36
middle,Data scientist or machine learning specialist,"Linode, now Akamai",1,37
middle,Data scientist or machine learning specialist,Vultr,1,38
middle,Data scientist or machine learning specialist,Hetzner,1,39
middle,Database administrator,AWS,316,1
middle,Database administrator,Windows,236,2
middle,Database administrator,Linux,210,3
middle,Database administrator,Microsoft Azure,199,4
middle,Database administrator,Google Cloud Platform,151,5
middle,Database administrator,Heroku,146,6
middle,Database administrator,Docker,129,7
middle,Database administrator,Android,111,8
middle,Database administrator,WordPress,80,9
middle,Database administrator,DigitalOcean,77,10
middle,Database administrator,Raspberry Pi,75,11
middle,Database administrator,MacOS,63,12
middle,Database administrator,iOS,59,13
middle,Database administrator,Google Cloud,56,14
middle,Database administrator,Arduino,50,15
middle,Database administrator,Firebase,38,16
middle,Database administrator,Slack Apps and Integrations,33,17
middle,Database administrator,Kubernetes,30,18
middle,Database administrator,Slack,25,19
middle,Database administrator,VMware,22,20
middle,Database administrator,Managed Hosting,13,21
middle,Database administrator,Oracle Cloud Infrastructure,13,22
middle,Database administrator,IBM Cloud or Watson,10,23
middle,Database administrator,OVH,7,24
middle,Database administrator,Linode,7,25
middle,Database administrator,OpenStack,6,26
middle,Database administrator,Other(s):,3,27
middle,Database administrator,Amazon Web Services (AWS),2,28
middle,Database administrator,Oracle Cloud Infrastructure (OCI),1,29
middle,Database administrator,Colocation,1,30
middle,Designer,AWS,241,1
middle,Designer,Windows,239,2
middle,Designer,Heroku,174,3
middle,Designer,Linux,169,4
middle,Designer,Android,150,5
middle,Designer,Microsoft Azure,140,6
middle,Designer,Google Cloud Platform,112,7
middle,Designer,WordPress,104,8
middle,Designer,Docker,97,9
middle,Designer,MacOS,85,10
middle,Designer,iOS,64,11
middle,Designer,DigitalOcean,60,12
middle,Designer,Raspberry Pi,60,13
middle,Designer,Google Cloud,54,14
middle,Designer,Arduino,54,15
middle,Designer,Firebase,53,16
middle,Designer,Slack Apps and Integrations,20,17
middle,Designer,Kubernetes,20,18
middle,Designer,Slack,18,19
middle,Designer,VMware,15,20
middle,Designer,Oracle Cloud Infrastructure,10,21
middle,Designer,IBM Cloud or Watson,9,22
middle,Designer,Managed Hosting,6,23
middle,Designer,Linode,6,24
middle,Designer,OVH,5,25
middle,Designer,Digital Ocean,2,26
middle,Designer,Colocation,2,27
middle,Designer,Amazon Web Services (AWS),1,28
middle,Designer,Cloudflare,1,29
middle,Designer,Netlify,1,30
middle,Designer,Oracle Cloud Infrastructure (OCI),1,31
middle,Designer,Vercel,1,32
middle,Designer,IBM Cloud Or Watson,1,33
middle,Designer,Other(s):,1,34
middle,DevOps specialist,AWS,517,1
middle,DevOps specialist,Microsoft Azure,333,2
middle,DevOps specialist,Linux,246,3
middle,DevOps specialist,Docker,218,4
middle,DevOps specialist,Heroku,195,5
middle,DevOps specialist,Windows,169,6
middle,DevOps specialist,Google Cloud Platform,163,7
middle,DevOps specialist,DigitalOcean,125,8
middle,DevOps specialist,MacOS,107,9
middle,DevOps specialist,Google Cloud,98,10
middle,DevOps specialist,Kubernetes,88,11
middle,DevOps specialist,Android,86,12
middle,DevOps specialist,Raspberry Pi,66,13
middle,DevOps specialist,Firebase,49,14
middle,DevOps specialist,Amazon Web Services (AWS),49,15
middle,DevOps specialist,WordPress,48,16
middle,DevOps specialist,Arduino,41,17
middle,DevOps specialist,Slack Apps and Integrations,37,18
middle,DevOps specialist,iOS,37,19
middle,DevOps specialist,VMware,34,20
middle,DevOps specialist,IBM Cloud or Watson,23,21
middle,DevOps specialist,Cloudflare,20,22
middle,DevOps specialist,Managed Hosting,19,23
middle,DevOps specialist,OVH,17,24
middle,DevOps specialist,Slack,16,25
middle,DevOps specialist,Oracle Cloud Infrastructure,14,26
middle,DevOps specialist,Linode,13,27
middle,DevOps specialist,Digital Ocean,12,28
middle,DevOps specialist,OpenStack,9,29
middle,DevOps specialist,Hetzner,8,30
middle,DevOps specialist,Oracle Cloud Infrastructure (OCI),6,31
middle,DevOps specialist,Colocation,6,32
middle,DevOps specialist,Vercel,5,33
middle,DevOps specialist,"Linode, now Akamai",5,34
middle,DevOps specialist,Netlify,5,35
middle,DevOps specialist,OpenShift,4,36
middle,DevOps specialist,Vultr,1,37
middle,DevOps specialist,Scaleway,1,38
middle,Developer Advocate,Netlify,2,1
middle,Developer Advocate,Google Cloud,1,2
middle,Developer Advocate,Microsoft Azure,1,3
middle,Developer Experience,Amazon Web Services (AWS),5,1
middle,Developer Experience,Google Cloud,4,2
middle,Developer Experience,Netlify,3,3
middle,Developer Experience,Microsoft Azure,3,4
middle,Developer Experience,Firebase,3,5
middle,Developer Experience,Vercel,2,6
middle,Developer Experience,Cloudflare,2,7
middle,Developer Experience,Heroku,1,8
middle,Developer Experience,Hetzner,1,9
middle,"Developer, QA or test",AWS,239,1
middle,"Developer, QA or test",Windows,174,2
middle,"Developer, QA or test",Microsoft Azure,171,3
middle,"Developer, QA or test",Linux,162,4
middle,"Developer, QA or test",Heroku,138,5
middle,"Developer, QA or test",Docker,119,6
middle,"Developer, QA or test",Google Cloud Platform,111,7
middle,"Developer, QA or test",Android,86,8
middle,"Developer, QA or test",MacOS,81,9
middle,"Developer, QA or test",WordPress,53,10
middle,"Developer, QA or test",DigitalOcean,51,11
middle,"Developer, QA or test",iOS,40,12
middle,"Developer, QA or test",Google Cloud,39,13
middle,"Developer, QA or test",Firebase,37,14
middle,"Developer, QA or test",Raspberry Pi,35,15
middle,"Developer, QA or test",Arduino,32,16
middle,"Developer, QA or test",Kubernetes,29,17
middle,"Developer, QA or test",Slack Apps and Integrations,22,18
middle,"Developer, QA or test",Amazon Web Services (AWS),18,19
middle,"Developer, QA or test",Slack,16,20
middle,"Developer, QA or test",VMware,14,21
middle,"Developer, QA or test",IBM Cloud or Watson,10,22
middle,"Developer, QA or test",Oracle Cloud Infrastructure,7,23
middle,"Developer, QA or test",Digital Ocean,6,24
middle,"Developer, QA or test",OVH,3,25
middle,"Developer, QA or test",Other(s):,3,26
middle,"Developer, QA or test",Vercel,2,27
middle,"Developer, QA or test",Netlify,2,28
middle,"Developer, QA or test",Linode,2,29
middle,"Developer, QA or test",OpenStack,2,30
middle,"Developer, QA or test",Hetzner,1,31
middle,"Developer, QA or test",Cloudflare,1,32
middle,"Developer, QA or test",Render,1,33
middle,"Developer, QA or test",Managed Hosting,1,34
middle,"Developer, QA or test","Linode, now Akamai",1,35
middle,"Developer, back-end",AWS,2493,1
middle,"Developer, back-end",Heroku,1351,2
middle,"Developer, back-end",Microsoft Azure,1349,3
middle,"Developer, back-end",Linux,1244,4
middle,"Developer, back-end",Windows,1137,5
middle,"Developer, back-end",Docker,917,6
middle,"Developer, back-end",Google Cloud Platform,859,7
middle,"Developer, back-end",DigitalOcean,559,8
middle,"Developer, back-end",Android,538,9
middle,"Developer, back-end",MacOS,536,10
middle,"Developer, back-end",Google Cloud,535,11
middle,"Developer, back-end",Amazon Web Services (AWS),436,12
middle,"Developer, back-end",Firebase,369,13
middle,"Developer, back-end",Raspberry Pi,278,14
middle,"Developer, back-end",WordPress,274,15
middle,"Developer, back-end",Kubernetes,261,16
middle,"Developer, back-end",Arduino,218,17
middle,"Developer, back-end",iOS,200,18
middle,"Developer, back-end",Slack Apps and Integrations,180,19
middle,"Developer, back-end",VMware,121,20
middle,"Developer, back-end",Digital Ocean,97,21
middle,"Developer, back-end",Slack,97,22
middle,"Developer, back-end",Cloudflare,85,23
middle,"Developer, back-end",Managed Hosting,75,24
middle,"Developer, back-end",IBM Cloud or Watson,65,25
middle,"Developer, back-end",Vercel,64,26
middle,"Developer, back-end",Netlify,47,27
middle,"Developer, back-end",Oracle Cloud Infrastructure,45,28
middle,"Developer, back-end",Linode,40,29
middle,"Developer, back-end",OVH,39,30
middle,"Developer, back-end",OpenStack,27,31
middle,"Developer, back-end",OpenShift,21,32
middle,"Developer, back-end","Linode, now Akamai",19,33
middle,"Developer, back-end",Fly.io,16,34
middle,"Developer, back-end",Oracle Cloud Infrastructure (OCI),16,35
middle,"Developer, back-end",Render,15,36
middle,"Developer, back-end",Hetzner,14,37
middle,"Developer, back-end",Vultr,10,38
middle,"Developer, back-end",IBM Cloud Or Watson,8,39
middle,"Developer, back-end",Other(s):,8,40
middle,"Developer, back-end",Colocation,5,41
middle,"Developer, back-end",Scaleway,3,42
middle,"Developer, desktop or enterprise applications",Windows,542,1
middle,"Developer, desktop or enterprise applications",Microsoft Azure,462,2
middle,"Developer, desktop or enterprise applications",AWS,461,3
middle,"Developer, desktop or enterprise applications",Linux,350,4
middle,"Developer, desktop or enterprise applications",Heroku,248,5
middle,"Developer, desktop or enterprise applications",Android,236,6
middle,"Developer, desktop or enterprise applications",Docker,207,7
middle,"Developer, desktop or enterprise applications",Google Cloud Platform,182,8
middle,"Developer, desktop or enterprise applications",MacOS,117,9
middle,"Developer, desktop or enterprise applications",DigitalOcean,107,10
middle,"Developer, desktop or enterprise applications",Arduino,104,11
middle,"Developer, desktop or enterprise applications",Raspberry Pi,100,12
middle,"Developer, desktop or enterprise applications",Google Cloud,90,13
middle,"Developer, desktop or enterprise applications",Firebase,88,14
middle,"Developer, desktop or enterprise applications",iOS,83,15
middle,"Developer, desktop or enterprise applications",WordPress,82,16
middle,"Developer, desktop or enterprise applications",Kubernetes,49,17
middle,"Developer, desktop or enterprise applications",Slack Apps and Integrations,43,18
middle,"Developer, desktop or enterprise applications",VMware,37,19
middle,"Developer, desktop or enterprise applications",Amazon Web Services (AWS),31,20
middle,"Developer, desktop or enterprise applications",IBM Cloud or Watson,24,21
middle,"Developer, desktop or enterprise applications",Slack,16,22
middle,"Developer, desktop or enterprise applications",Oracle Cloud Infrastructure,15,23
middle,"Developer, desktop or enterprise applications",Managed Hosting,10,24
middle,"Developer, desktop or enterprise applications",OVH,8,25
middle,"Developer, desktop or enterprise applications",Netlify,7,26
middle,"Developer, desktop or enterprise applications",OpenStack,5,27
middle,"Developer, desktop or enterprise applications",Linode,5,28
middle,"Developer, desktop or enterprise applications",Cloudflare,4,29
middle,"Developer, desktop or enterprise applications",Vercel,4,30
middle,"Developer, desktop or enterprise applications","Linode, now Akamai",3,31
middle,"Developer, desktop or enterprise applications",Oracle Cloud Infrastructure (OCI),3,32
middle,"Developer, desktop or enterprise applications",Hetzner,3,33
middle,"Developer, desktop or enterprise applications",Colocation,2,34
middle,"Developer, desktop or enterprise applications",Other(s):,2,35
middle,"Developer, desktop or enterprise applications",Fly.io,1,36
middle,"Developer, desktop or enterprise applications",Digital Ocean,1,37
middle,"Developer, desktop or enterprise applications",IBM Cloud Or Watson,1,38
middle,"Developer, embedded applications or devices",AWS,177,1
middle,"Developer, embedded applications or devices",Windows,151,2
middle,"Developer, embedded applications or devices",Linux,140,3
middle,"Developer, embedded applications or devices",Microsoft Azure,115,4
middle,"Developer, embedded applications or devices",Android,108,5
middle,"Developer, embedded applications or devices",Heroku,91,6
middle,"Developer, embedded applications or devices",Google Cloud Platform,82,7
middle,"Developer, embedded applications or devices",Docker,71,8
